1.395000000000000000e+03,2.950000000000000000e+02,9.000000000000000000e+00,1.000000000000000000e+01
1.396000000000000000e+03,2.960000000000000000e+02,8.000000000000000000e+00,9.000000000000000000e+00
1.398000000000000000e+03,2.960000000000000000e+02,8.000000000000000000e+00,9.000000000000000000e+00
1.398000000000000000e+03,2.960000000000000000e+02,8.000000000000000000e+00,9.000000000000000000e+00
1.401000000000000000e+03,2.960000000000000000e+02,8.000000000000000000e+00,9.000000000000000000e+00
1.402000000000000000e+03,2.960000000000000000e+02,8.000000000000000000e+00,9.000000000000000000e+00
1.405000000000000000e+03,2.970000000000000000e+02,8.000000000000000000e+00,9.000000000000000000e+00
1.406000000000000000e+03,2.960000000000000000e+02,8.000000000000000000e+00,9.000000000000000000e+00
1.408000000000000000e+03,2.960000000000000000e+02,8.000000000000000000e+00,9.000000000000000000e+00
1.409000000000000000e+03,2.970000000000000000e+02,8.000000000000000000e+00,9.000000000000000000e+00
1.411000000000000000e+03,2.970000000000000000e+02,8.000000000000000000e+00,9.000000000000000000e+00
1.413000000000000000e+03,2.960000000000000000e+02,8.000000000000000000e+00,9.000000000000000000e+00
1.415000000000000000e+03,2.970000000000000000e+02,8.000000000000000000e+00,9.000000000000000000e+00
1.416000000000000000e+03,2.960000000000000000e+02,8.000000000000000000e+00,9.000000000000000000e+00
1.418000000000000000e+03,2.970000000000000000e+02,8.000000000000000000e+00,9.000000000000000000e+00
1.420000000000000000e+03,2.970000000000000000e+02,8.000000000000000000e+00,9.000000000000000000e+00
1.422000000000000000e+03,2.960000000000000000e+02,8.000000000000000000e+00,9.000000000000000000e+00
1.424000000000000000e+03,2.960000000000000000e+02,8.000000000000000000e+00,9.000000000000000000e+00
1.426000000000000000e+03,2.970000000000000000e+02,8.000000000000000000e+00,8.000000000000000000e+00
1.429000000000000000e+03,2.970000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.430000000000000000e+03,2.970000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.432000000000000000e+03,2.970000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.434000000000000000e+03,2.970000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.436000000000000000e+03,2.970000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.438000000000000000e+03,2.970000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.440000000000000000e+03,2.970000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.441000000000000000e+03,2.980000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.444000000000000000e+03,2.980000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.444000000000000000e+03,2.980000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.448000000000000000e+03,3.000000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.450000000000000000e+03,3.010000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.453000000000000000e+03,3.010000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.453000000000000000e+03,3.020000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.456000000000000000e+03,3.030000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.459000000000000000e+03,3.050000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.461000000000000000e+03,3.050000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.462000000000000000e+03,3.050000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.465000000000000000e+03,3.060000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.466000000000000000e+03,3.070000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.468000000000000000e+03,3.070000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.470000000000000000e+03,3.080000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.473000000000000000e+03,3.080000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.475000000000000000e+03,3.090000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.476000000000000000e+03,3.080000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.478000000000000000e+03,3.080000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.480000000000000000e+03,3.080000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.482000000000000000e+03,3.080000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.484000000000000000e+03,3.080000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.486000000000000000e+03,3.090000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.488000000000000000e+03,3.090000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00
1.490000000000000000e+03,3.100000000000000000e+02,7.000000000000000000e+00,7.000000000000000000e+00
1.492000000000000000e+03,3.090000000000000000e+02,6.000000000000000000e+00,7.000000000000000000e+00
1.494000000000000000e+03,3.100000000000000000e+02,6.000000000000000000e+00,7.000000000000000000e+00
1.496000000000000000e+03,3.090000000000000000e+02,6.000000000000000000e+00,7.000000000000000000e+00
1.498000000000000000e+03,3.100000000000000000e+02,6.000000000000000000e+00,7.000000000000000000e+00
1.500000000000000000e+03,3.090000000000000000e+02,6.000000000000000000e+00,7.000000000000000000e+00
1.502000000000000000e+03,3.100000000000000000e+02,6.000000000000000000e+00,7.000000000000000000e+00
1.505000000000000000e+03,3.100000000000000000e+02,6.000000000000000000e+00,7.000000000000000000e+00
1.507000000000000000e+03,3.110000000000000000e+02,6.000000000000000000e+00,7.000000000000000000e+00
1.509000000000000000e+03,3.100000000000000000e+02,6.000000000000000000e+00,7.000000000000000000e+00
1.511000000000000000e+03,3.100000000000000000e+02,6.000000000000000000e+00,6.000000000000000000e+00
1.513000000000000000e+03,3.100000000000000000e+02,6.000000000000000000e+00,6.000000000000000000e+00
1.516000000000000000e+03,3.110000000000000000e+02,6.000000000000000000e+00,6.000000000000000000e+00
1.518000000000000000e+03,3.110000000000000000e+02,6.000000000000000000e+00,6.000000000000000000e+00
1.522000000000000000e+03,3.110000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.522000000000000000e+03,3.110000000000000000e+02,6.000000000000000000e+00,6.000000000000000000e+00
1.526000000000000000e+03,3.110000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.527000000000000000e+03,3.100000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.531000000000000000e+03,3.110000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.532000000000000000e+03,3.110000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.536000000000000000e+03,3.110000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.536000000000000000e+03,3.100000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.540000000000000000e+03,3.100000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.541000000000000000e+03,3.100000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.544000000000000000e+03,3.100000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.546000000000000000e+03,3.100000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.549000000000000000e+03,3.100000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.552000000000000000e+03,3.100000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.554000000000000000e+03,3.100000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.555000000000000000e+03,3.090000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.558000000000000000e+03,3.090000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.560000000000000000e+03,3.090000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.562000000000000000e+03,3.080000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.565000000000000000e+03,3.080000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.567000000000000000e+03,3.070000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.569000000000000000e+03,3.080000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.571000000000000000e+03,3.060000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.574000000000000000e+03,3.070000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.575000000000000000e+03,3.060000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.578000000000000000e+03,3.060000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.579000000000000000e+03,3.050000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.583000000000000000e+03,3.050000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.584000000000000000e+03,3.050000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.587000000000000000e+03,3.050000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.588000000000000000e+03,3.040000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.591000000000000000e+03,3.040000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
1.593000000000000000e+03,3.050000000000000000e+02,5.000000000000000000e+00,6.000000000000000000e+00
